 year |               team                |             opponent              |  w  |  d  |  l  |  n   
 2009 | Austrian Bundesliga               | Spanish Primera División          |   2 |   0 |   2 |    4
 2009 | Austrian Bundesliga               | Turkish Super Lig                 |   1 |   1 |   0 |    2
 2009 | Danish SAS-Ligaen                 | Danish SAS-Ligaen                 | 152 |  92 | 152 |  398
 2009 | Danish SAS-Ligaen                 | Dutch Eredivisie                  |   0 |   1 |   1 |    2
 2009 | Danish SAS-Ligaen                 | French Ligue 1                    |   0 |   0 |   2 |    2
 2009 | Danish SAS-Ligaen                 | German Bundesliga                 |   2 |   0 |   2 |    4
 2009 | Danish SAS-Ligaen                 | Italian Serie A                   |   0 |   1 |   1 |    2
 2009 | Danish SAS-Ligaen                 | Northern Irish Premiership        |   2 |   0 |   0 |    2
 2009 | Dutch Eredivisie                  | Danish SAS-Ligaen                 |   1 |   1 |   0 |    2
 2009 | Dutch Eredivisie                  | Dutch Eredivisie                  | 259 | 126 | 259 |  646
 2009 | Dutch Eredivisie                  | English Premier League            |   0 |   1 |   1 |    2
 2009 | Dutch Eredivisie                  | German Bundesliga                 |   3 |   0 |   3 |    6
 2009 | Dutch Eredivisie                  | Greek Super League                |   0 |   3 |   1 |    4
 2009 | Dutch Eredivisie                  | Italian Serie A                   |   0 |   1 |   1 |    2
 2009 | Dutch Eredivisie                  | Portuguese Liga                   |   0 |   3 |   1 |    4
 2009 | Dutch Eredivisie                  | Spanish Primera División          |   0 |   0 |   2 |    2
 2009 | Dutch Eredivisie                  | Turkish Super Lig                 |   1 |   0 |   1 |    2
 2009 | English League Championship       | English League Championship       | 413 | 332 | 413 | 1198
 2009 | English League Championship       | English League One                |   9 |   2 |   5 |   18
 2009 | English League Championship       | English League Two                |  16 |   1 |   3 |   20
 2009 | English League Championship       | English Premier League            |   5 |   5 |  23 |   33
 2009 | English League One                | English League Championship       |   5 |   2 |   9 |   18
 2009 | English League One                | English League One                | 427 | 318 | 427 | 1228
 2009 | English League One                | English League Two                |  27 |   9 |  10 |   50
 2009 | English League One                | English Premier League            |   1 |   2 |  17 |   20
 2009 | English League Two                | English League Championship       |   3 |   1 |  16 |   20
 2009 | English League Two                | English League One                |  10 |   9 |  27 |   50
 2009 | English League Two                | English League Two                | 430 | 290 | 430 | 1250
 2009 | English League Two                | English Premier League            |   1 |   1 |   4 |    6
 2009 | English Premier League            | Austrian Bundesliga               |   1 |   0 |   1 |    2
 2009 | English Premier League            | Dutch Eredivisie                  |   1 |   1 |   0 |    2
 2009 | English Premier League            | English League Championship       |  23 |   5 |   5 |   33
 2009 | English Premier League            | English League One                |  17 |   2 |   1 |   20
 2009 | English Premier League            | English League Two                |   4 |   1 |   1 |    6
 2009 | English Premier League            | English Premier League            | 315 | 204 | 315 |  838
 2009 | English Premier League            | French Ligue 1                    |   1 |   1 |   2 |    4
 2009 | English Premier League            | German Bundesliga                 |   6 |   1 |   1 |    8
 2009 | English Premier League            | Greek Super League                |   4 |   0 |   1 |    5
 2009 | English Premier League            | Italian Serie A                   |   5 |   1 |   6 |   12
 2009 | English Premier League            | Portuguese Liga                   |   5 |   0 |   5 |   10
 2009 | English Premier League            | Russian Premier League            |   2 |   1 |   1 |    4
 2009 | English Premier League            | Scottish Premiership              |   3 |   0 |   0 |    3
 2009 | English Premier League            | Spanish Primera División          |   2 |   2 |   3 |    7
 2009 | English Premier League            | Swiss Super League                |   2 |   0 |   0 |    2
 2009 | English Premier League            | Turkish Super Lig                 |   1 |   0 |   1 |    2
 2009 | French Ligue 1                    | Danish SAS-Ligaen                 |   2 |   0 |   0 |    2
 2009 | French Ligue 1                    | English Premier League            |   2 |   1 |   1 |    4
 2009 | French Ligue 1                    | French Ligue 1                    | 307 | 196 | 307 |  816
 2009 | French Ligue 1                    | French Ligue 2                    |   9 |   2 |   4 |   15
 2009 | French Ligue 1                    | German Bundesliga                 |   2 |   0 |   2 |    4
 2009 | French Ligue 1                    | Greek Super League                |   2 |   0 |   0 |    2
 2009 | French Ligue 1                    | Italian Serie A                   |   3 |   2 |   3 |    8
 2009 | French Ligue 1                    | Portuguese Liga                   |   0 |   1 |   1 |    2
 2009 | French Ligue 1                    | Spanish Primera División          |   1 |   2 |   3 |    6
 2009 | French Ligue 1                    | Swiss Super League                |   2 |   0 |   0 |    2
 2009 | French Ligue 1                    | Turkish Super Lig                 |   2 |   1 |   1 |    4
 2009 | French Ligue 2                    | French Ligue 1                    |   4 |   2 |   9 |   15
 2009 | French Ligue 2                    | French Ligue 2                    | 267 | 254 | 267 |  788
 2009 | French Ligue 2                    | German Bundesliga                 |   0 |   0 |   2 |    2
 2009 | German 2. Bundesliga              | German 2. Bundesliga              | 238 | 144 | 238 |  620
 2009 | German 2. Bundesliga              | German Bundesliga                 |   5 |   2 |  13 |   20
 2009 | German Bundesliga                 | Austrian Bundesliga               |   2 |   1 |   1 |    4
 2009 | German Bundesliga                 | Danish SAS-Ligaen                 |   2 |   0 |   2 |    4
 2009 | German Bundesliga                 | Dutch Eredivisie                  |   3 |   0 |   3 |    6
 2009 | German Bundesliga                 | English Premier League            |   1 |   1 |   6 |    8
 2009 | German Bundesliga                 | French Ligue 1                    |   2 |   0 |   2 |    4
 2009 | German Bundesliga                 | French Ligue 2                    |   2 |   0 |   0 |    2
 2009 | German Bundesliga                 | German 2. Bundesliga              |  13 |   2 |   5 |   20
 2009 | German Bundesliga                 | German Bundesliga                 | 227 | 172 | 227 |  626
 2009 | German Bundesliga                 | Italian Serie A                   |   2 |   1 |   2 |    5
 2009 | German Bundesliga                 | Portuguese Liga                   |   3 |   1 |   2 |    6
 2009 | German Bundesliga                 | Russian Premier League            |   2 |   1 |   1 |    4
 2009 | German Bundesliga                 | Scottish Premiership              |   2 |   2 |   0 |    4
 2009 | German Bundesliga                 | Spanish Primera División          |   3 |   5 |   2 |   10
 2009 | German Bundesliga                 | Turkish Super Lig                 |   1 |   1 |   0 |    2
 2009 | Greek Super League                | Austrian Bundesliga               |   2 |   0 |   0 |    2
 2009 | Greek Super League                | Dutch Eredivisie                  |   1 |   3 |   0 |    4
 2009 | Greek Super League                | English Premier League            |   1 |   0 |   4 |    5
 2009 | Greek Super League                | French Ligue 1                    |   0 |   0 |   2 |    2
 2009 | Greek Super League                | Greek Super League                | 151 |  86 | 151 |  396
 2009 | Greek Super League                | Italian Serie A                   |   2 |   0 |   0 |    2
 2009 | Greek Super League                | Portuguese Liga                   |   1 |   0 |   1 |    2
 2009 | Greek Super League                | Spanish Primera División          |   0 |   0 |   2 |    2
 2009 | Greek Super League                | Turkish Super Lig                 |   0 |   0 |   2 |    2
 2009 | Italian Serie A                   | Austrian Bundesliga               |   0 |   0 |   2 |    2
 2009 | Italian Serie A                   | Danish SAS-Ligaen                 |   1 |   1 |   0 |    2
 2009 | Italian Serie A                   | Dutch Eredivisie                  |   1 |   1 |   0 |    2
 2009 | Italian Serie A                   | English Premier League            |   6 |   1 |   5 |   12
